year,sample,serial,cbserial,hhwt,cluster,strata,gq,pernum,perwt,sex,age,ageorig,hcovany,educ,educd,empstat,empstatd,labforce,occ,ind,uhrswork,inctot,incwage,poverty
2023,2023 acs,377187,2023001261807,36,2023003771871,1130012,households under 1970 definition,3,39,female,13,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 8,n/a,n/a,n/a,0,0,n/a,9999999,n/a,208
2023,2023 acs,813671,2023001263914,19,2023008136711,30031,households under 1970 definition,1,19,female,26,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",2310,7860,42,46200,48000,472
2023,2023 acs,146037,2023000516125,43,2023001460371,810606,households under 1970 definition,4,49,female,2,,with health insurance coverage,n/a or no schooling,n/a,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,1183295,2023001269095,70,2023011832951,270242,households under 1970 definition,2,68,female,66,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",4720,170,n/a,0,0,133
2023,2023 acs,462467,2023000146386,22,2023004624671,1190117,households under 1970 definition,1,23,female,72,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,34020,0,237
2023,2023 acs,1203748,2023000331596,95,2023012037481,230245,households under 1970 definition,1,95,female,74,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",5720,7270,n/a,0,0,56
2023,2023 acs,1276339,2023000059646,119,2023012763391,370048,households under 1970 definition,2,62,male,36,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",4621,8590,7,15000,15000,187
2023,2023 acs,1122425,2023000995970,50,2023011224251,470541,households under 1970 definition,1,50,male,72,,with health insurance coverage,5+ years of college,professional degree beyond a bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,65000,0,433
2023,2023 acs,252925,2023000786794,55,2023002529251,70208,households under 1970 definition,2,54,female,40,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",2545,7860,n/a,10800,0,300
2023,2023 acs,341118,2023000665495,105,2023003411181,90412,households under 1970 definition,2,111,female,49,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,11200,0,501
2023,2023 acs,525861,2023000670649,44,2023005258611,280018,households under 1970 definition,1,44,female,71,,with health insurance coverage,5+ years of college,master's degree,not in labor force,not in labor force,"no, not in the labor force",440,9590,n/a,71650,0,501
2023,2023 acs,139492,2023000447649,33,2023001394921,990206,households under 1970 definition,1,33,male,36,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4720,5392,40,68000,68000,501
2023,2023 acs,925297,2023000513860,93,2023009252971,120636,households under 1970 definition,1,92,female,40,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",5940,8191,40,59000,53000,501
2023,2023 acs,1296734,2023000321851,57,2023012967341,400048,households under 1970 definition,1,58,female,55,,no health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",420,9080,40,104000,80000,501
2023,2023 acs,798298,2023001345021,128,2023007982981,250029,households under 1970 definition,1,128,male,56,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,9600,0,62
2023,2023 acs,355445,2023000901241,56,2023003554451,690112,households under 1970 definition,3,58,female,7,,with health insurance coverage,nursery school to grade 4,grade 1,n/a,n/a,n/a,0,0,n/a,9999999,n/a,495
2023,2023 acs,1317803,2023000591080,190,2023013178031,100048,households under 1970 definition,1,191,female,67,,with health insurance coverage,grade 11,grade 11,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,2000,0,14
2023,2023 acs,3878,2023000012678,95,2023000038781,120201,households under 1970 definition,1,94,male,56,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",10,8270,60,560000,480000,501
2023,2023 acs,855273,2023000697107,56,2023008552731,140434,households under 1970 definition,3,55,female,12,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 6,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,1001685,2023000556540,94,2023010016851,410137,households under 1970 definition,5,94,female,13,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 7,n/a,n/a,n/a,0,0,n/a,9999999,n/a,372
2023,2023 acs,195372,2023001031337,149,2023001953721,711006,households under 1970 definition,4,183,male,21,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,169
2023,2023 acs,23832,2023001367197,14,2023000238321,230001,households under 1970 definition,1,14,female,33,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",3255,8270,40,60000,60000,450
2023,2023 acs,338917,2023000628531,162,2023003389171,730212,households under 1970 definition,2,140,male,23,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",6355,770,40,35000,35000,225
2023,2023 acs,809918,2023000594606,76,2023008099181,10031,households under 1970 definition,4,57,male,19,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",6305,770,40,30000,30000,381
2023,2023 acs,1245183,2023000794387,122,2023012451831,240147,households under 1970 definition,1,122,female,37,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",4700,5392,50,120000,120000,501
2023,2023 acs,591376,2023001352184,78,2023005913761,140021,households under 1970 definition,4,38,male,4,,with health insurance coverage,n/a or no schooling,no schooling completed,n/a,n/a,n/a,0,0,n/a,9999999,n/a,294
2023,2023 acs,1086199,2023001353483,86,2023010861991,60239,households under 1970 definition,2,59,male,25,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",6260,770,60,15000,15000,75
2023,2023 acs,314249,2023000221562,106,2023003142491,950112,households under 1970 definition,4,131,male,14,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 8,n/a,n/a,n/a,0,0,n/a,9999999,n/a,240
2023,2023 acs,378509,2023001283582,87,2023003785091,1270112,households under 1970 definition,1,86,female,73,,with health insurance coverage,grade 12,"12th grade, no diploma",employed,at work,"yes, in the labor force",5400,5171,20,28800,24000,201
2023,2023 acs,710936,2023000812096,95,2023007109361,250026,households under 1970 definition,4,91,female,12,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 5,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,827777,2023001434055,271,2023008277771,41032,households under 1970 definition,2,250,female,68,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,8000,0,205
2023,2023 acs,446578,2023000347116,127,2023004465781,80016,households under 1970 definition,2,113,male,73,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",9645,4971,n/a,24900,0,292
2023,2023 acs,931824,2023000633160,182,2023009318241,80036,households under 1970 definition,2,101,female,67,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",8025,3580,n/a,19100,0,229
2023,2023 acs,1071300,2023000922853,86,2023010713001,70339,households under 1970 definition,1,86,male,69,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,33000,0,230
2023,2023 acs,870970,2023001339677,127,2023008709701,150234,households under 1970 definition,2,60,female,51,,with health insurance coverage,5+ years of college,professional degree beyond a bachelor's degree,unemployed,unemployed,"yes, in the labor force",705,6991,40,85000,70000,301
2023,2023 acs,101813,2023000057109,49,2023001018131,810406,households under 1970 definition,3,59,female,21,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",9645,5171,25,30000,30000,501
2023,2023 acs,1518965,2023001424253,94,2023015189651,30056,households under 1970 definition,1,94,female,40,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,247
2023,2023 acs,619697,2023001073378,139,2023006196971,90023,households under 1970 definition,1,138,female,72,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",5740,8290,6,34800,2300,243
2023,2023 acs,515667,2023000150869,236,2023005156671,60018,households under 1970 definition,2,193,male,22,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",9620,5392,40,3600,3600,23
2023,2023 acs,1201086,2023000162043,74,2023012010861,110045,households under 1970 definition,1,75,female,24,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",440,770,40,32000,32000,466
2023,2023 acs,1174280,2023001027580,22,2023011742801,110042,households under 1970 definition,1,22,female,54,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4040,8564,40,42000,42000,270
2023,2023 acs,1162984,2023000726781,81,2023011629841,341242,households under 1970 definition,2,136,male,20,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",9645,4871,40,38500,38500,501
2023,2023 acs,370779,2023001153851,98,2023003707791,110712,households under 1970 definition,1,99,male,62,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",7200,770,65,244000,24000,501
2023,2023 acs,661403,2023000397670,125,2023006614031,60825,households under 1970 definition,1,126,male,31,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4920,7071,60,120000,120000,501
2023,2023 acs,1214598,2023001028205,38,2023012145981,40245,households under 1970 definition,1,38,male,80,,with health insurance coverage,grade 12,ged or alternative credential,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,22200,0,270
2023,2023 acs,169647,2023000761090,35,2023001696471,650106,households under 1970 definition,2,39,male,59,,with health insurance coverage,grade 9,grade 9,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,501
2023,2023 acs,644568,2023001228875,51,2023006445681,60124,households under 1970 definition,1,51,male,52,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",565,6671,50,131000,125000,501
2023,2023 acs,170122,2023000765974,64,2023001701221,852206,households under 1970 definition,4,67,male,15,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 8,n/a,n/a,n/a,0,0,n/a,0,n/a,501
2023,2023 acs,1145271,2023000249065,78,2023011452711,311242,households under 1970 definition,1,77,male,72,,with health insurance coverage,grade 12,ged or alternative credential,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,26400,0,239
2023,2023 acs,789010,2023000836650,8,2023007890101,160029,households under 1970 definition,1,8,female,81,,with health insurance coverage,grade 10,grade 10,employed,at work,"yes, in the labor force",9610,9160,1,22700,600,158
2023,2023 acs,1492059,2023000079393,44,2023014920591,110055,households under 1970 definition,3,44,male,11,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 5,n/a,n/a,n/a,0,0,n/a,9999999,n/a,303
2023,2023 acs,538632,2023001324590,82,2023005386321,60018,households under 1970 definition,1,82,female,38,,with health insurance coverage,5+ years of college,professional degree beyond a bachelor's degree,employed,at work,"yes, in the labor force",3160,8191,40,95000,95000,501
2023,2023 acs,676454,2023001157925,205,2023006764541,100425,households under 1970 definition,1,205,male,53,,with health insurance coverage,grade 12,ged or alternative credential,employed,at work,"yes, in the labor force",9620,7470,40,85000,85000,501
2023,2023 acs,454608,2023010081592,23,2023004546081,315917,other group quarters,1,23,male,20,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",unemployed,unemployed,"yes, in the labor force",7750,3990,40,4500,4500,0
2023,2023 acs,1295976,2023000312026,109,2023012959761,200448,households under 1970 definition,1,108,female,65,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",5810,770,9,23000,3000,151
2023,2023 acs,532924,2023001034996,166,2023005329241,40118,households under 1970 definition,5,108,female,52,,no health insurance coverage,grade 12,regular high school diploma,unemployed,unemployed,"yes, in the labor force",8990,1870,45,10800,10800,234
2023,2023 acs,177459,2023000843837,74,2023001774591,730806,households under 1970 definition,1,75,male,42,,with health insurance coverage,5+ years of college,doctoral degree,employed,at work,"yes, in the labor force",1760,3580,45,254500,250000,501
2023,2023 acs,1274298,2023000033439,56,2023012742981,230248,households under 1970 definition,2,50,male,27,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",9620,2590,40,40000,40000,274
2023,2023 acs,1430971,2023000983365,503,2023014309711,950051,households under 1970 definition,3,176,female,4,,with health insurance coverage,n/a or no schooling,no schooling completed,n/a,n/a,n/a,0,0,n/a,9999999,n/a,150
2023,2023 acs,1110533,2023000037169,198,2023011105331,930041,households under 1970 definition,1,198,female,71,,with health insurance coverage,5+ years of college,master's degree,not in labor force,not in labor force,"no, not in the labor force",4720,5491,n/a,2600,0,18
2023,2023 acs,640602,2023000994428,46,2023006406021,100824,households under 1970 definition,4,52,female,13,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 7,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,668307,2023000752436,77,2023006683071,80125,households under 1970 definition,1,77,female,65,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,1000,0,7
2023,2023 acs,747515,2023000916322,11,2023007475151,210027,households under 1970 definition,1,12,male,30,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",7220,4270,40,40000,40000,257
2023,2023 acs,55809,2023001153240,113,2023000558091,10604,households under 1970 definition,4,108,male,5,,with health insurance coverage,n/a or no schooling,no schooling completed,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,1301440,2023000382402,85,2023013014401,680448,households under 1970 definition,2,117,male,41,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",440,7790,44,70000,0,347
2023,2023 acs,474892,2023000496817,109,2023004748921,316117,households under 1970 definition,2,102,male,61,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",1021,7380,50,220000,220000,501
2023,2023 acs,1463386,2023000766635,63,2023014633861,2610253,households under 1970 definition,4,60,female,4,,with health insurance coverage,nursery school to grade 4,"nursery school, preschool",n/a,n/a,n/a,0,0,n/a,9999999,n/a,238
2023,2023 acs,713373,2023000896152,30,2023007133731,50026,households under 1970 definition,3,27,male,10,,with health insurance coverage,nursery school to grade 4,grade 4,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,865429,2023001114032,105,2023008654291,30334,households under 1970 definition,3,111,male,3,,with health insurance coverage,nursery school to grade 4,"nursery school, preschool",n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,104660,2023000086640,38,2023001046601,851806,households under 1970 definition,2,35,female,31,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",1450,2980,40,150000,150000,501
2023,2023 acs,656851,2023000165278,84,2023006568511,50625,households under 1970 definition,1,84,female,62,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",6050,180,50,12000,0,501
2023,2023 acs,261497,2023001285296,98,2023002614971,30208,households under 1970 definition,2,108,female,24,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",630,770,40,65000,65000,418
2023,2023 acs,192044,2023000996437,77,2023001920441,990206,households under 1970 definition,1,77,female,77,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,20400,0,142
2023,2023 acs,1359362,2023001119965,130,2023013593621,680348,households under 1970 definition,1,130,female,59,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,11000,0,71
2023,2023 acs,1396341,2023001079262,55,2023013963411,5700249,households under 1970 definition,1,55,male,70,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,73800,0,418
2023,2023 acs,451074,2023001221163,260,2023004510741,20016,households under 1970 definition,1,260,female,33,,with health insurance coverage,n/a or no schooling,no schooling completed,employed,at work,"yes, in the labor force",4510,8980,5,20,10,1
2023,2023 acs,114045,2023000186165,103,2023001140451,850606,households under 1970 definition,4,90,female,4,,with health insurance coverage,nursery school to grade 4,"nursery school, preschool",n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,54797,2023001100386,58,2023000547971,12904,households under 1970 definition,1,58,female,74,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,14500,0,501
2023,2023 acs,814714,2023001436459,76,2023008147141,60031,households under 1970 definition,4,125,male,14,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 8,n/a,n/a,n/a,0,0,n/a,9999999,n/a,260
2023,2023 acs,468713,2023000321072,323,2023004687131,315517,households under 1970 definition,3,334,female,10,,with health insurance coverage,nursery school to grade 4,grade 3,n/a,n/a,n/a,0,0,n/a,9999999,n/a,331
2023,2023 acs,1343952,2023000922766,66,2023013439521,190548,households under 1970 definition,1,65,female,52,,no health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",4900,8563,n/a,2000,0,115
2023,2023 acs,113073,2023000176032,28,2023001130731,990206,households under 1970 definition,1,29,female,52,,no health insurance coverage,grade 12,"12th grade, no diploma",employed,at work,"yes, in the labor force",4700,8680,40,30000,30000,140
2023,2023 acs,1483615,2023000779761,11,2023014836151,110054,households under 1970 definition,1,11,male,47,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",2002,7870,40,54000,52000,336
2023,2023 acs,318095,2023000284424,67,2023003180951,10212,households under 1970 definition,1,67,female,66,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",350,8270,n/a,49500,0,501
2023,2023 acs,1368472,2023001235191,75,2023013684721,650048,households under 1970 definition,2,112,male,52,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,13800,0,501
2023,2023 acs,508605,2023001438511,65,2023005086051,1350017,households under 1970 definition,1,65,male,58,,with health insurance coverage,grade 11,grade 11,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,10500,0,68
2023,2023 acs,112187,2023000166532,90,2023001121871,375206,households under 1970 definition,3,78,male,26,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",220,770,40,50000,0,301
2023,2023 acs,310764,2023000164065,63,2023003107641,39812,households under 1970 definition,1,63,male,64,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",6230,770,20,461000,32000,501
2023,2023 acs,1156547,2023000553252,51,2023011565471,360242,households under 1970 definition,1,51,male,61,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",8256,1990,40,39500,37000,262
2023,2023 acs,998932,2023000471719,15,2023009989321,60037,households under 1970 definition,2,27,female,35,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",5400,7970,40,35000,35000,96
2023,2023 acs,1309080,2023000480138,110,2023013090801,680148,households under 1970 definition,1,110,male,65,,with health insurance coverage,grade 12,ged or alternative credential,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,57900,0,501
2023,2023 acs,402796,2023000269209,372,2023004027961,90013,households under 1970 definition,2,374,male,60,,no health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",7315,770,40,107000,107000,501
2023,2023 acs,927458,2023000553597,131,2023009274581,290336,households under 1970 definition,1,131,male,47,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",10,770,40,250000,250000,501
2023,2023 acs,241020,2023000079857,84,2023002410201,130108,households under 1970 definition,4,114,female,3,,with health insurance coverage,nursery school to grade 4,"nursery school, preschool",n/a,n/a,n/a,0,0,n/a,9999999,n/a,2
2023,2023 acs,361531,2023001001601,126,2023003615311,690212,households under 1970 definition,3,178,male,23,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",6355,770,40,20000,20000,299
2023,2023 acs,1372045,2023001281299,83,2023013720451,380248,households under 1970 definition,3,117,male,13,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 6,n/a,n/a,n/a,0,0,n/a,9999999,n/a,419
2023,2023 acs,481531,2023000682452,336,2023004815311,910017,households under 1970 definition,2,274,female,47,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",700,6390,42,52000,52000,501
2023,2023 acs,283852,2023000724085,48,2023002838521,10510,households under 1970 definition,2,51,male,72,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,49800,0,413
2023,2023 acs,500490,2023001212933,78,2023005004901,311817,households under 1970 definition,1,78,male,94,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,39500,0,297
2023,2023 acs,1172667,2023000983492,79,2023011726671,201242,households under 1970 definition,3,69,female,13,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 6,n/a,n/a,n/a,0,0,n/a,9999999,n/a,472
2023,2023 acs,325638,2023000409887,121,2023003256381,210112,households under 1970 definition,4,95,male,6,,with health insurance coverage,nursery school to grade 4,kindergarten,n/a,n/a,n/a,0,0,n/a,9999999,n/a,485
2023,2023 acs,150340,2023000561053,303,2023001503401,130806,households under 1970 definition,1,302,male,46,,no health insurance coverage,grade 12,regular high school diploma,unemployed,unemployed,"yes, in the labor force",6260,770,n/a,0,0,340
2023,2023 acs,469452,2023000343407,71,2023004694521,1970417,households under 1970 definition,1,72,female,39,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",5740,770,40,150000,150000,501
2023,2023 acs,745072,2023000764303,159,2023007450721,170227,households under 1970 definition,1,159,male,20,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",1032,7380,30,60000,35000,386
2023,2023 acs,1177496,2023001114221,208,2023011774961,130042,households under 1970 definition,8,174,male,4,,no health insurance coverage,n/a or no schooling,no schooling completed,n/a,n/a,n/a,0,0,n/a,9999999,n/a,13
2023,2023 acs,1323907,2023000670101,55,2023013239071,530548,households under 1970 definition,1,55,female,58,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",710,7390,20,500,0,322
2023,2023 acs,56990,2023001209778,91,2023000569901,11004,households under 1970 definition,1,91,female,68,,with health insurance coverage,grade 12,"some college, but less than 1 year",employed,at work,"yes, in the labor force",735,7390,50,63000,0,439
2023,2023 acs,1162751,2023000719835,48,2023011627511,180342,households under 1970 definition,1,48,male,76,,with health insurance coverage,5+ years of college,professional degree beyond a bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",2100,9370,2,142800,3200,501
2023,2023 acs,848521,2023000424041,160,2023008485211,60234,households under 1970 definition,5,149,male,69,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,14400,0,501
2023,2023 acs,560291,2023000143873,543,2023005602911,80220,households under 1970 definition,5,531,male,less than 1 year old,,with health insurance coverage,n/a or no schooling,n/a,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,988882,2023000147335,33,2023009888821,250037,households under 1970 definition,1,33,female,66,,with health insurance coverage,5+ years of college,professional degree beyond a bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,52700,0,368
2023,2023 acs,448354,2023000685590,68,2023004483541,70216,households under 1970 definition,1,67,female,70,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",850,6890,40,47500,23500,391
2023,2023 acs,1299397,2023000355972,77,2023012993971,462348,households under 1970 definition,2,93,female,61,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4020,8270,55,14000,14000,332
2023,2023 acs,1016138,2023001026395,57,2023010161381,480037,households under 1970 definition,1,57,male,71,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,13000,0,125
2023,2023 acs,371926,2023001173621,170,2023003719261,970212,households under 1970 definition,3,148,female,45,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,1000,0,148
2023,2023 acs,235148,2023001446828,237,2023002351481,373906,households under 1970 definition,6,273,male,4,,with health insurance coverage,n/a or no schooling,no schooling completed,n/a,n/a,n/a,0,0,n/a,9999999,n/a,235
2023,2023 acs,1015756,2023001012963,153,2023010157561,310637,households under 1970 definition,2,192,female,43,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",1021,6991,40,150000,150000,501
2023,2023 acs,130251,2023000352768,55,2023001302511,375106,households under 1970 definition,1,55,female,36,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",3602,9480,50,40000,40000,210
2023,2023 acs,568331,2023001108411,167,2023005683311,150120,households under 1970 definition,4,193,male,8,,no health insurance coverage,nursery school to grade 4,grade 2,n/a,n/a,n/a,0,0,n/a,9999999,n/a,379
2023,2023 acs,254496,2023000877863,259,2023002544961,110108,households under 1970 definition,4,207,male,5,,with health insurance coverage,nursery school to grade 4,"nursery school, preschool",n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,510228,2023010044178,60,2023005102281,20018,other group quarters,1,60,female,20,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,"has job, not working","yes, in the labor force",3603,8191,50,14000,14000,0
2023,2023 acs,1175354,2023001056589,51,2023011753541,380042,households under 1970 definition,3,95,female,23,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4510,8980,40,30000,30000,371
2023,2023 acs,812830,2023001106564,89,2023008128301,60031,households under 1970 definition,1,89,male,72,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",205,170,45,156900,0,501
2023,2023 acs,1005887,2023000689241,57,2023010058871,520037,households under 1970 definition,2,34,female,78,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,36800,0,501
2023,2023 acs,627046,2023000177915,78,2023006270461,80524,households under 1970 definition,1,78,female,37,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",1410,7460,40,112000,112000,501
2023,2023 acs,449560,2023000928448,100,2023004495601,40016,households under 1970 definition,1,99,female,84,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,28000,0,195
2023,2023 acs,1341167,2023000888172,101,2023013411671,250948,households under 1970 definition,3,81,male,21,,no health insurance coverage,grade 12,"12th grade, no diploma",not in labor force,not in labor force,"no, not in the labor force",4020,8680,25,4000,4000,26
2023,2023 acs,1011207,2023000860852,102,2023010112071,310337,households under 1970 definition,2,119,male,28,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",1021,6871,40,65000,65000,418
2023,2023 acs,287495,2023000449168,44,2023002874951,10211,households under 1970 definition,3,24,female,27,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",1220,9590,40,67050,67000,431
2023,2023 acs,1419714,2023000515824,24,2023014197141,830051,households under 1970 definition,1,24,male,67,,with health insurance coverage,grade 12,"12th grade, no diploma",not in labor force,not in labor force,"no, not in the labor force",4435,8562,20,18600,3000,214
2023,2023 acs,630125,2023000365692,112,2023006301251,170024,households under 1970 definition,4,137,female,16,,with health insurance coverage,grade 10,grade 10,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,151
