year,sample,serial,cbserial,hhwt,cluster,strata,gq,pernum,perwt,sex,age,ageorig,hcovany,educ,educd,empstat,empstatd,labforce,occ,ind,uhrswork,inctot,incwage,poverty
2023,2023 acs,661114,2023000383212,71,2023006611141,80625,households under 1970 definition,3,52,male,19,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,337
2023,2023 acs,400163,2023000181674,58,2023004001631,300013,households under 1970 definition,6,82,female,4,,with health insurance coverage,n/a or no schooling,no schooling completed,n/a,n/a,n/a,0,0,n/a,9999999,n/a,174
2023,2023 acs,478903,2023000609892,26,2023004789031,370017,households under 1970 definition,5,24,female,5,,with health insurance coverage,nursery school to grade 4,"nursery school, preschool",n/a,n/a,n/a,0,0,n/a,9999999,n/a,120
2023,2023 acs,882103,2023001231325,72,2023008821031,90035,households under 1970 definition,2,104,male,69,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,52400,0,501
2023,2023 acs,605806,2023000829190,15,2023006058061,50022,households under 1970 definition,1,15,female,66,,with health insurance coverage,grade 12,ged or alternative credential,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,10800,0,84
2023,2023 acs,385786,2023001403910,84,2023003857861,310712,households under 1970 definition,1,83,male,70,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,13200,0,501
2023,2023 acs,172536,2023000792015,56,2023001725361,374806,households under 1970 definition,2,55,female,28,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",4760,5581,n/a,0,0,501
2023,2023 acs,387310,2023001429363,99,2023003873101,279912,households under 1970 definition,3,300,female,53,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",5160,6871,40,35600,35600,206
2023,2023 acs,607609,2023000970994,205,2023006076091,150222,households under 1970 definition,1,205,male,31,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",160,2290,40,81200,80000,367
2023,2023 acs,1449461,2023000130120,84,2023014494611,2750053,households under 1970 definition,2,88,female,66,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,25200,0,252
2023,2023 acs,1422818,2023000650802,37,2023014228181,590451,households under 1970 definition,2,36,female,56,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",630,7390,40,48000,48000,501
2023,2023 acs,188500,2023000959892,138,2023001885001,950306,households under 1970 definition,2,218,female,33,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",3500,8191,n/a,0,0,501
2023,2023 acs,702798,2023000532876,103,2023007027981,10026,households under 1970 definition,1,103,female,34,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",2635,4871,40,26000,26000,223
2023,2023 acs,1317594,2023000588437,54,2023013175941,120048,households under 1970 definition,1,53,female,27,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",2310,7860,40,40000,40000,501
2023,2023 acs,1492882,2023000126268,22,2023014928821,100055,households under 1970 definition,2,18,male,71,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",4760,4891,25,68700,0,501
2023,2023 acs,821534,2023000721867,63,2023008215341,40632,households under 1970 definition,4,92,male,29,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",3930,7680,40,25000,25000,501
2023,2023 acs,411990,2023000580665,66,2023004119901,480013,households under 1970 definition,2,83,male,43,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",565,9590,40,65000,65000,501
2023,2023 acs,777659,2023000217111,57,2023007776591,80029,households under 1970 definition,2,56,female,59,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4140,8680,15,22430,7700,303
2023,2023 acs,570967,2023001418395,27,2023005709671,160020,households under 1970 definition,2,42,male,35,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",9640,4470,47,52000,52000,363
2023,2023 acs,189036,2023000965506,249,2023001890361,652306,households under 1970 definition,1,249,male,53,,with health insurance coverage,5+ years of college,professional degree beyond a bachelor's degree,employed,at work,"yes, in the labor force",705,7490,42,145050,145000,501
2023,2023 acs,1233999,2023000250295,15,2023012339991,60047,households under 1970 definition,1,14,female,66,,with health insurance coverage,grade 12,ged or alternative credential,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,14400,0,312
2023,2023 acs,816235,2023000101433,56,2023008162351,10332,households under 1970 definition,3,56,male,30,,no health insurance coverage,grade 12,"12th grade, no diploma",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,501
2023,2023 acs,1039868,2023000017786,94,2023010398681,110039,households under 1970 definition,2,115,male,50,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,7900,0,108
2023,2023 acs,35102,2023000135497,53,2023000351021,12004,households under 1970 definition,2,76,male,55,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",910,6890,30,30000,30000,501
2023,2023 acs,924342,2023000496678,32,2023009243421,441036,households under 1970 definition,2,25,female,51,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,299
2023,2023 acs,230855,2023001402148,159,2023002308551,1070206,households under 1970 definition,3,132,female,11,,with health insurance coverage,nursery school to grade 4,grade 4,n/a,n/a,n/a,0,0,n/a,9999999,n/a,187
2023,2023 acs,190002,2023000975698,38,2023001900021,970406,households under 1970 definition,1,38,female,70,,with health insurance coverage,4 years of college,bachelor's degree,employed,"has job, not working","yes, in the labor force",3630,8990,30,48000,0,469
2023,2023 acs,153089,2023000589140,180,2023001530891,711106,households under 1970 definition,1,181,male,65,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",7320,8891,30,55000,0,371
2023,2023 acs,706600,2023000660588,86,2023007066001,170126,households under 1970 definition,1,86,female,59,,no health insurance coverage,grade 10,grade 10,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,1
2023,2023 acs,565325,2023000741495,27,2023005653251,60120,households under 1970 definition,5,33,female,10,,with health insurance coverage,nursery school to grade 4,grade 4,n/a,n/a,n/a,0,0,n/a,9999999,n/a,336
2023,2023 acs,200573,2023001085187,50,2023002005731,372306,households under 1970 definition,4,63,male,15,,with health insurance coverage,grade 12,regular high school diploma,n/a,n/a,n/a,0,0,n/a,0,n/a,501
2023,2023 acs,1408525,2023000053934,62,2023014085251,6500051,households under 1970 definition,1,62,female,71,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,43200,0,301
2023,2023 acs,60347,2023001372662,69,2023000603471,190304,households under 1970 definition,4,77,male,22,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",5510,6380,30,9000,0,434
2023,2023 acs,525812,2023000668342,69,2023005258121,40118,households under 1970 definition,3,86,male,43,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",5810,6170,36,30000,30000,501
2023,2023 acs,503223,2023001288481,77,2023005032231,190117,households under 1970 definition,1,77,female,66,,with health insurance coverage,5+ years of college,professional degree beyond a bachelor's degree,employed,at work,"yes, in the labor force",5220,9370,50,96000,96000,501
2023,2023 acs,492603,2023000987712,245,2023004926031,1970117,households under 1970 definition,1,246,female,55,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",2300,7860,50,78000,78000,501
2023,2023 acs,1434508,2023001130259,73,2023014345081,590551,households under 1970 definition,1,74,male,47,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",440,9190,40,332000,320000,501
2023,2023 acs,759393,2023000144126,151,2023007593931,80028,households under 1970 definition,1,151,female,44,,with health insurance coverage,grade 9,grade 9,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,10200,0,50
2023,2023 acs,1350572,2023001006267,121,2023013505721,80048,households under 1970 definition,3,57,male,24,,with health insurance coverage,grade 12,"some college, but less than 1 year",employed,at work,"yes, in the labor force",9130,4470,40,35000,35000,501
2023,2023 acs,613118,2023001390007,54,2023006131181,20022,households under 1970 definition,2,40,male,70,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,22400,0,358
2023,2023 acs,1215873,2023001106738,36,2023012158731,40145,households under 1970 definition,3,30,female,13,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 6,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,679683,2023001321688,40,2023006796831,110125,households under 1970 definition,3,18,female,42,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",4230,7690,40,25000,25000,161
2023,2023 acs,783031,2023000508501,98,2023007830311,270329,households under 1970 definition,3,122,male,2,,with health insurance coverage,n/a or no schooling,n/a,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,1081764,2023001224527,227,2023010817641,120239,households under 1970 definition,4,219,male,13,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 7,n/a,n/a,n/a,0,0,n/a,9999999,n/a,128
2023,2023 acs,439537,2023000302476,71,2023004395371,20015,households under 1970 definition,3,164,female,6,,with health insurance coverage,nursery school to grade 4,kindergarten,n/a,n/a,n/a,0,0,n/a,9999999,n/a,383
2023,2023 acs,711491,2023000832007,28,2023007114911,10026,households under 1970 definition,1,29,male,37,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",440,3680,50,73700,72000,327
2023,2023 acs,846975,2023000362810,214,2023008469751,50334,households under 1970 definition,1,214,male,32,,no health insurance coverage,grade 9,grade 9,employed,at work,"yes, in the labor force",7610,8780,40,75000,75000,482
2023,2023 acs,989721,2023000174926,138,2023009897211,480037,households under 1970 definition,1,138,female,42,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,163
2023,2023 acs,1351495,2023001018229,79,2023013514951,470248,households under 1970 definition,1,79,female,36,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",5740,7860,40,35000,35000,115
